,transect_id,country_id,continent,country_name,changerate,changerate_unc,flag_sandy,no_shorelines,dt_annual,dist_annual,RMSE,outliers_1,outliers_2,Timespan,intercept,intercept_unc,Start_lon,Start_lat,Intersect_lon,Intersect_lat,End_lon,End_lat,coastline_idint,no_sedcomp,low_detect_shlines,err_changerate,err_timespan,color_cr,color_sandy
55,BOX_117_118_20,NLD,Europe,Netherlands,-0.02,0.1130589417296922,sand,30.0,"[0.0, 2.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1159.4670679451153, 1012.6485146653015, 1011.7928160405551, 1023.8788861901388, 1012.5917468897703, 1012.5662612544035, 1011.3587693496611, 1012.5958687480962, 998.5737315928866, 998.5737315928866, 1012.6584796080821, 1012.654492294295, 1012.6144276721494, 1012.5849082911997, 1012.4423482688273, 1012.5958687480962, 1004.7834583937375, 1011.8045182766023, 1012.4326374999875, 994.9734367509027, 1012.612361198195, 1012.6584796080821, 1012.6291994771373, 1012.6291994771373, 1011.8045182766023, 1012.6099537244401, 1012.6584796080821, 1012.5958687480962, 1012.6099537244401, 1012.5250522194658]",5.325167390670867,[],[0],35.0,1011.447722176818,2.755164031485967,-68.218445691,12.1866343307,-68.2094990721,12.1858432152,-68.2005524538,12.1850520996,8637.0,1.0,1.0,1.0,1.0,red,brown
56,BOX_117_118_21,NLD,Europe,Netherlands,-0.19,0.169148717141825,sand,30.0,"[0.0, 2.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1910.4591415137145, 1029.4392442886274, 1023.233725765449, 1035.9703500960795, 1012.6515917172223, 1029.4392442886274, 1012.9175743829647, 1035.0515506933664, 1012.6515917172223, 1012.6515917172223, 1018.3564754990442, 1012.6515917172223, 1029.5559878626343, 1035.0515506933664, 1029.4329774490684, 1018.3043615824931, 1018.3043615824931, 1012.9175743829647, 1012.6515917172223, 1012.6515917172223, 1029.4454599438827, 1018.3043615824931, 1029.4329774490684, 1018.3043615824931, 1029.4392442886274, 1018.3043615824931, 1018.3043615824931, 1029.4329774490684, 1012.6515917172223, 1012.6515917172223]",7.967057081097868,[],[0],35.0,1025.7637831537884,4.12203263681623,-68.2168286212,12.1927301113,-68.2082731925,12.1900529516,-68.19971776189999,12.1873757913,8637.0,1.0,1.0,1.0,1.0,red,brown
57,BOX_117_118_22,NLD,Europe,Netherlands,0.08,0.1843987034481571,sand,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1152.1085441834036, 1088.8898075549014, 1058.1501377413585, 1077.274682583111, 1111.7554976674894, 1085.3328756675307, 1086.1347782113307, 1088.9763901408367, 1088.8898075549014, 1088.7690022516874, 1078.9794665076756, 1087.307280394468, 1079.9217573729445, 1088.808872792082, 1086.1347782113307, 1084.1909127900783, 1088.8898075549014, 1086.8358523582924, 1086.843070221658, 1089.0693517557906, 1056.8077713599525, 1086.108624695477, 1088.9349115760592, 1087.3232458563648, 1087.3232458563648, 1086.565090385622, 1088.8898075549014, 1087.3232458563648, 1087.3232458563648, 1085.3039185870107, 1088.7690022516874]",9.170387624406834,[],[0],35.0,1083.5838562949475,4.422750678152005,-68.2148380899,12.1976796092,-68.2066219049,12.1941295292,-68.1984057489,12.1905794617,8637.0,1.0,1.0,1.0,1.0,green,brown
58,BOX_117_118_23,NLD,Europe,Netherlands,-0.1,0.1049629058708234,sand,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[848.6213017668035, 840.5056089844588, 813.6630409182477, 848.9683286078399, 872.033005311985, 848.4030024216435, 848.7422700867778, 835.7422836890349, 848.7422700867778, 838.4328081035904, 835.5753916516448, 848.7422700867778, 844.801716265078, 840.5395617637529, 848.1553787401358, 848.7422700867778, 834.7210838086456, 838.396047765406, 848.1553787401358, 835.5753916516448, 837.6919292172253, 849.1696809666199, 838.4328081035904, 848.1553787401358, 848.5350254154406, 848.9683286078399, 838.46984359836, 847.9646181935827, 840.4792644842323, 838.46984359836, 838.4328081035904]",5.293497747857353,[],"[2, 4]",37.0,845.5661247509217,2.5504341019217827,-68.21302207939999,12.2016949218,-68.2048058759,12.1981448875,-68.19658973840001,12.1945948818,8637.0,1.0,1.0,1.0,1.0,red,brown
59,BOX_117_118_24,NLD,Europe,Netherlands,-0.17,0.1209271201403367,sand,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[894.0194129903865, 884.8989864090579, 855.4973496267917, 894.0194129903865, 938.012247578563, 894.0194129903865, 884.8989864090579, 902.3277364235186, 884.8989864090579, 883.4510731427492, 868.1447865539983, 884.8989864090579, 884.9001530062521, 883.4419723147607, 884.8989864090579, 894.0194129903865, 884.8989864090579, 882.0358675007145, 894.0194129903865, 879.7504611022956, 882.0358675007145, 877.0402582017733, 884.8989864090579, 884.8989864090579, 884.8989864090579, 894.0194129903865, 884.8989864090579, 884.8989864090579, 884.8989864090579, 884.8989864090579, 884.8989864090579]",6.098603666273477,[],"[2, 4]",37.0,889.7428035314688,2.9383396347168165,-68.2112060688,12.205710173499998,-68.20298986979999,12.202160195,-68.1947737278,12.1986102411,8637.0,1.0,1.0,1.0,1.0,red,brown
60,BOX_117_118_25,NLD,Europe,Netherlands,0.13,0.0931715930457741,sand,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1177.3152554020567, 1177.3152554020567, 1158.106426041074, 1177.3152554020567, 1249.1049262919669, 1177.3152554020567, 1177.6924509239907, 1177.6924509239907, 1177.6924509239907, 1166.8176271898951, 1164.6858395394866, 1177.6924509239907, 1177.6924509239907, 1176.920043516989, 1177.3152554020567, 1163.18253185882, 1177.3152554020567, 1177.3152554020567, 1177.3152554020567, 1176.920043516989, 1177.2464388146602, 1169.6976634688272, 1176.920043516989, 1177.6924509239907, 1177.6924509239907, 1178.4729809519054, 1177.3152554020567, 1177.3152554020567, 1177.3152554020567, 1177.3152554020567, 1177.3152554020567]",4.92019758776254,[],[4],37.0,1172.545210812099,2.2282112871245268,-68.2093900583,12.2097253643,-68.2011738868,12.206175451500002,-68.19295771729999,12.2026255395,8637.0,1.0,1.0,1.0,1.0,green,brown
61,BOX_117_118_26,NLD,Europe,Netherlands,-0.35,0.0954803612693673,sand,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1261.1300007416323, 1247.3809529266255, 1255.7884679550968, 1254.941291274874, 1266.3827005030291, 1247.3809529266255, 1240.2824906089634, 1247.3809529266255, 1243.0875060239794, 1240.2054448495996, 1232.9382535092034, 1240.2824906089634, 1243.6685271157628, 1252.783898297895, 1240.2824906089634, 1246.3442172564098, 1243.3605995353792, 1238.1841771311088, 1253.4078040965737, 1240.2824906089634, 1235.9003629734038, 1243.2883496829106, 1240.2824906089634, 1240.2824906089634, 1243.0875060239794, 1243.2883496829106, 1240.2824906089634, 1243.5634055749554, 1240.2824906089634, 1240.2824906089634, 1240.2824906089634]",5.042118830286347,[],[4],37.0,1251.6732255533616,2.2834249955417127,-68.20792904470001,12.2133707512,-68.1995289244,12.2102592133,-68.1911288058,12.207147675999998,8637.0,1.0,1.0,1.0,1.0,red,brown
62,BOX_117_118_27,NLD,Europe,Netherlands,0.09,0.2019004641456215,sand,28.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1236.2404192166773, 1224.31739298145, 1236.2404192166773, 1236.3159298920725, 1473.0179581617385, 1206.210831689708, 1232.5557137958783, 1229.47388262594, 1235.9385881653993, 1205.6560629801202, 1230.5785093908905, 1236.2404192166773, 1234.6937249467933, 1222.3714735289698, 1221.8998409837027, 1236.2404192166773, 1236.2404192166773, 1205.329866421948, 1227.648517904803, 1206.210831689708, 1236.3065111154524, 1233.2373024053168, 1236.4534659520893, 1236.2404192166773, 1236.2404192166773, 1235.813842543224, 1231.7514851038366, 1236.4678103375606]",10.528176100751615,[4],[],37.0,1227.0976361360292,4.8751222303067445,-68.2067770989,12.2163744275,-68.1980262436,12.2143907074,-68.1892753859,12.2124069868,8637.0,1.0,1.0,1.0,1.0,green,brown
63,BOX_117_118_28,NLD,Europe,Netherlands,-0.18,0.1374770021844895,sand,28.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1270.7403478326726, 1265.383224590655, 1277.6899729437034, 1261.8717133517018, 1267.448969194857, 1251.7748363794321, 1260.5010287547966, 1251.7898384092045, 1251.7748363794321, 1250.294166327163, 1260.5010287547966, 1261.8717133517018, 1265.3159006480514, 1264.4759493252361, 1246.3005341308492, 1250.3034406633442, 1264.5373373004086, 1243.1396863739665, 1265.383224590655, 1250.3034406633442, 1260.5010287547966, 1260.5010287547966, 1265.383224590655, 1260.5010287547966, 1260.5010287547966, 1260.5787980090206, 1261.8356005437586, 1260.5010287547966]",7.340698366139817,[],[],37.0,1263.513610547338,3.270063437299981,-68.2057470282,12.2131801758,-68.1986042976,12.2185046144,-68.1914616187,12.2238290143,8637.0,1.0,1.0,1.0,1.0,red,brown
64,BOX_117_118_29,NLD,Europe,Netherlands,0.01,0.1114069962281767,sand,28.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1216.8800359870083, 1195.8293925037046, 1205.8132214502423, 1195.8293925037046, 1460.1670628821264, 1189.7446898664073, 1195.8293925037046, 1185.247991018825, 1195.8293925037046, 1183.4637482796713, 1195.8293925037046, 1195.8293925037046, 1200.2463026208231, 1200.2463026208231, 1195.4344363088235, 1195.8293925037046, 1191.1032554707074, 1183.4637482796713, 1200.2463026208231, 1190.5876262166903, 1195.8293925037046, 1200.2463026208231, 1200.2463026208231, 1195.8293925037046, 1200.2463026208231, 1195.8293925037046, 1191.1032554707074, 1195.8293925037046]",5.291755503247086,[4],[0],35.0,1194.7750517957827,2.7412986354815154,-68.2051677483,12.2127262469,-68.2021901861,12.2210096369,-68.1992127061,12.229292798,8637.0,1.0,1.0,1.0,1.0,green,brown
65,BOX_117_118_30,NLD,Europe,Netherlands,0.17,0.0765011513052748,sand,27.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1223.389958727733, 1220.7094679818676, 1241.6468491625956, 1225.6125046270163, 1450.4753249783148, 1229.3476627167229, 1231.5899332309978, 1229.3476627167229, 1218.8609098378863, 1219.7746872612959, 1227.5540056763705, 1234.1188246367958, 1231.8476773800749, 1226.4798089139297, 1229.9061976177693, 1229.335392955374, 1219.0764054193005, 1229.3665588608517, 1229.3476627167229, 1229.3476627167229, 1229.3476627167229, 1231.8476773800749, 1229.3476627167229, 1229.3476627167229, 1231.670269513226, 1229.3476627167229, 1229.3165350060399]",3.745147705342176,[4],[2],37.0,1223.8575462844285,1.9054777337375035,-68.2094054187,12.2141813112,-68.2064278567,12.2224646549,-68.2034503765,12.2307477712,8637.0,1.0,1.0,1.0,1.0,green,brown
66,BOX_117_118_31,NLD,Europe,Netherlands,-0.12,0.1281752701414243,sand,26.0,"[0.0, 2.0, 6.0, 7.0, 12.0, 13.0, 15.0, 17.0, 18.0, 19.0, 20.0, 21.0, 23.0, 24.0, 25.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1225.9802388393316, 1233.5815028187928, 1313.5017391589458, 1224.2650185999328, 1234.0942895024127, 1233.3415888560608, 1232.0484690122212, 1229.3517936242727, 1230.4283512454451, 1229.7074063308896, 1226.4817538083855, 1228.899720076335, 1233.8066297488724, 1227.3764002073337, 1225.2699839024206, 1222.9277941592102, 1200.1904659114007, 1233.8029863522772, 1228.413220062543, 1228.4139623549556, 1226.4989721453828, 1228.4053935011339, 1226.4807884257475, 1228.027510115258, 1228.3950611791515, 1228.8587795900264]",6.274886993126378,[],[2],37.0,1230.615735335984,3.1925692361125853,-68.2121296178,12.2147637049,-68.2107865292,12.2234446606,-68.2094434828,12.2321253443,8637.0,1.0,1.0,1.0,1.0,red,brown
67,BOX_117_117_0,NLD,Europe,Netherlands,-0.37,0.1141612878966572,other,30.0,"[0.0, 2.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1555.354343899408, 1571.267821066274, 1561.2484539155055, 1563.4217343001935, 1571.9663525788692, 1552.3902497474212, 1563.4217343001935, 1563.4217343001935, 1547.5721010312293, 1561.2484539155055, 1553.7147903781436, 1553.7147903781436, 1560.0092092368675, 1542.5637556577221, 1610.9133784677485, 1563.4217343001935, 1550.0284606122254, 1546.1213305469362, 1553.7147903781436, 1553.6720294631714, 1553.7147903781436, 1555.3829903665023, 1555.354343899408, 1555.3829903665023, 1553.7359980896704, 1553.7359980896704, 1553.7359980896704, 1553.6070101765897, 1553.7147903781436, 1542.3613531013302]",5.908883683093821,[],[14],37.0,1564.0215267204965,2.7426578730888407,-68.4062124153,12.2568403018,-68.415183239,12.2563804661,-68.4241540549,12.2559206307,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
68,BOX_117_117_1,NLD,Europe,Netherlands,-0.03,0.1530056496032961,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1411.2598458303748, 1408.8180125525273, 1877.932109295442, 1411.2598458303748, 1436.467084838789, 1499.7930829774784, 1432.5883782758058, 1420.516128173093, 1432.5883782758058, 1421.495463159097, 1420.948354273208, 1432.5624703244343, 1432.5624703244343, 1421.495463159097, 1421.495463159097, 1432.5624703244343, 1434.9242797344157, 1421.495463159097, 1421.835347762596, 1408.667092934009, 1421.495463159097, 1420.8560475988572, 1421.835347762596, 1420.948354273208, 1421.495463159097, 1420.948354273208, 1411.2598458303748, 1411.2598458303748, 1421.495463159097, 1421.495463159097, 1421.495463159097]",7.779618693223357,[2],[4],37.0,1422.6315495450028,3.713019610107896,-68.4059771349,12.252457097,-68.41494795850001,12.2519972536,-68.4239187745,12.2515374106,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
69,BOX_117_117_2,NLD,Europe,Netherlands,0.18,0.1083472508758444,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1052.4344261464998, 1041.7983481809192, 1032.7028835233828, 1052.4700611037197, 1053.4997774352428, 1430.7026418469977, 1052.4700611037197, 1054.4900578517259, 1052.4700611037197, 1041.7983481809192, 1052.4344261464998, 1052.4344261464998, 1052.4700611037197, 1032.5929013095674, 1050.645989315426, 1031.6813510861448, 1038.900380471741, 1043.7592003482655, 1052.4700611037197, 1052.4700611037197, 1052.4344261464998, 1054.4900578517259, 1052.4700611037197, 1052.4700611037197, 1052.4700611037197, 1052.4344261464998, 1052.4700611037197, 1052.4344261464998, 1052.4700611037197, 1052.4344261464998, 1052.4700611037197]",5.75521540118697,[5],[14],37.0,1045.7012716109846,2.594567112611983,-68.4058547818,12.2492021347,-68.4146901917,12.2476165468,-68.42352560229999,12.2460309587,8637.0,1.0,1.0,1.0,1.0,green,lightgrey
70,BOX_117_117_3,NLD,Europe,Netherlands,0.17,0.1853910292771968,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[903.8349946995743, 885.3023306224744, 886.6206064266938, 908.2858255011698, 912.995875187655, 893.3634287647106, 862.0787377277679, 905.2556939769797, 905.1046928055415, 899.9528644179364, 905.1046928055415, 905.0616322600154, 895.7047323396416, 884.4869124933078, 893.9163742356267, 976.3135195854327, 906.462905204999, 902.787873993261, 899.9216713112601, 894.4693197389803, 903.9050810896612, 885.3099684798451, 893.6512921325357, 906.5091730975777, 905.1046928055415, 906.5091730975777, 906.562995271712, 900.8715721748505, 900.403232785814, 890.331900691597, 905.0616322600154]",10.005314694512114,[],[15],37.0,894.9705848945212,4.383756486895806,-68.4050435235,12.2448849675,-68.4138789415,12.2432993522,-68.422714344,12.2417137396,8637.0,1.0,1.0,1.0,1.0,green,lightgrey
71,BOX_117_117_4,NLD,Europe,Netherlands,-0.1,0.1793545027221557,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[905.2144324720009, 903.8888518818005, 1345.3635767108506, 1021.0948226622659, 906.7165208360176, 897.8661370745967, 895.5449806569673, 902.4977602090568, 906.7165208360176, 900.6233067325469, 905.1345421537328, 903.0932032916675, 904.0990431060447, 876.9500073921588, 902.8106834170269, 904.5282892127021, 905.4761739392429, 871.0290774555048, 906.6139766571176, 875.2497768907925, 902.5620659394457, 874.4345652482292, 903.1162137656645, 904.3566741879504, 904.3566741879504, 898.117880123185, 904.3566741879504, 903.9052621434614, 897.250246909761, 903.8888518818005, 903.1187605857879]",8.890452007688545,"[2, 3]",[15],37.0,902.3427930143132,4.366646753804128,-68.40423226520001,12.2405677297,-68.4130676785,12.2389820893,-68.4219030857,12.2373964499,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
72,BOX_117_117_5,NLD,Europe,Netherlands,-0.12,0.1761862011969144,other,30.0,"[0.0, 2.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1073.5330914656843, 1082.9612048702581, 1050.2841299972592, 1095.8919086985256, 1070.0061651372744, 1082.113600386302, 1090.7063675882816, 1090.6178509571355, 1043.3063228893825, 1070.9579846692504, 1076.7476704149437, 1058.605663985502, 1059.0244526043289, 1070.698552745187, 1081.332119146216, 1068.6540797849432, 1068.6540797849432, 1072.1013392683794, 1071.6387713973622, 1078.7312665092024, 1074.2044711341387, 1074.2044711341387, 1077.2118507703192, 1074.2044711341387, 1075.5146552876051, 1071.8466569483305, 1074.2044711341387, 1074.2044711341387, 1072.1013392683794, 1070.9441052451841]",9.062669096043065,[],[8],37.0,1076.757669289229,4.2615019903262565,-68.403305143,12.2376589621,-68.4117929798,12.2347840751,-68.4202808228,12.231909186,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
73,BOX_117_117_6,NLD,Europe,Netherlands,-0.03,0.1086635679163993,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1236.2408902631191, 1232.045656185515, 1286.8152324131463, 1224.244771195581, 1243.8354069003826, 1236.2408902631191, 1238.6937167407282, 1244.9595486308422, 1243.7813867597936, 1241.292163542701, 1241.218248857332, 1224.5348942243284, 1240.7882380629053, 1222.3781138352267, 1240.2461125728523, 1240.7882380629053, 1243.139289996034, 1236.2408902631191, 1237.317885151476, 1240.2976611281188, 1240.7882380629053, 1235.9493924534033, 1235.9493924534033, 1232.5703667320442, 1235.9493924534033, 1236.2408902631191, 1229.1902699253378, 1236.2408902631191, 1235.6882014968444, 1236.2408902631191, 1232.745709359756]",5.631289638329256,[],[2],37.0,1237.233843714405,2.603545427151142,-68.4018964588,12.2348066549,-68.409896706,12.2308137037,-68.41789697649999,12.2268207409,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
74,BOX_117_117_7,NLD,Europe,Netherlands,-0.21,0.1280703335198472,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1316.4710408532171, 1317.337974471355, 1317.337974471355, 1303.9399871243918, 1331.2096391865387, 1317.337974471355, 1304.4642303229912, 1316.5749353137041, 1317.337974471355, 1317.2374043976358, 1316.4710408532171, 1316.4710408532171, 1317.2819557384607, 1310.0279415564955, 1317.2879062751347, 1286.7494057712915, 1304.9610769328037, 1304.2528633026511, 1299.312929597355, 1302.8366581049836, 1317.280487381532, 1304.2346618252006, 1317.284915463796, 1299.3773211734324, 1309.8751837982534, 1317.3347305767838, 1317.3347305767838, 1317.2879062751347, 1316.4710408532171, 1309.6214524257948, 1303.9399871243918]",6.9117933141855525,[],[15],37.0,1317.1014829969688,3.028350075910462,-68.4013512778,12.234110177,-68.4071278964,12.2273868107,-68.41290459999999,12.2206633456,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
75,BOX_117_117_8,NLD,Europe,Netherlands,-0.39,0.2116539614637193,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1230.7587374401012, 1236.95533711306, 1270.2611332220936, 1188.650374261131, 1269.3038832789398, 1230.493351305256, 1216.4046664910438, 1224.09110004014, 1235.10877668942, 1224.8370313453981, 1237.7062208153573, 1236.8457790188454, 1230.4656423927963, 1229.4613835405362, 1231.5799974092963, 1220.3311703686581, 1237.1903549165384, 1222.1732997442332, 1226.4505969561271, 1217.5200626991696, 1225.1497006665006, 1169.0409726817716, 1231.6685602076332, 1231.6625741007679, 1229.4830308301807, 1234.7582280946053, 1227.7892406553826, 1229.4830308301807, 1235.0493874346816, 1231.6389077156891, 1229.4613835405362]",10.938591356119918,[],"[3, 21]",37.0,1240.73046000138,5.0370944430546825,-68.4004536171,12.233573928399998,-68.4032974595,12.2252461673,-68.4061413811,12.216918174000002,8637.0,1.0,1.0,1.0,1.0,red,lightgrey
76,BOX_117_117_9,NLD,Europe,Netherlands,0.3,0.3475758319124579,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1370.9318486355369, 1225.5757364406124, 1240.1325925456138, 1201.6685358401398, 1257.3544268945407, 1240.7441203468886, 1251.0220284763045, 1216.9874847767442, 1240.7441203468886, 1230.9242307994455, 1240.1325925456138, 1240.1325925456138, 1240.1325925456138, 1227.2117345157103, 1226.4507021854952, 1005.4738744371253, 1238.1957841634542, 1240.1325925456138, 1232.171820325933, 1225.163316833952, 1230.9242307994455, 1312.955357630542, 1234.2663435530576, 1240.1325925456138, 1240.1325925456138, 1240.1325925456138, 1227.2117345157103, 1240.1325925456138, 1240.1325925456138, 1240.1325925456138, 1229.694484398791]",17.264108293710354,[15],[0],35.0,1230.9198194080757,8.359280919205201,-68.3961930605,12.2321842733,-68.3990369026,12.2238564692,-68.4018808245,12.2155284314,8637.0,1.0,1.0,1.0,1.0,green,lightgrey
77,BOX_117_117_10,NLD,Europe,Netherlands,0.03,0.0494788408893436,other,31.0,"[0.0, 2.0, 6.0, 7.0, 10.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0]","[1297.0981618424846, 1296.9445243964344, 1296.451890395213, 1291.0763252464556, 1325.2762403599609, 1296.9445243964344, 1316.3220394631724, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.9413182625149, 1285.4013146482037, 1296.9445243964344, 1296.941731238048, 1296.7418180799773, 1289.7801397009146, 1296.9445243964344, 1296.2851092604092, 1296.9445243964344, 1296.9445243964344, 1297.2432247801253, 1295.9949027924579, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.9445243964344, 1296.0066321927663, 1296.9445243964344]",2.5749596174758813,[],"[4, 6]",37.0,1295.2357356844686,1.1975799167323864,-68.3931278612,12.2316175924,-68.39464833609999,12.222964891099998,-68.3961688587,12.2143119179,8637.0,1.0,1.0,1.0,1.0,green,lightgrey
